N°Obs,"En moyenne, à quelle fréquence achetez-vous des vêtements ?",Où achetez-vous le plus souvent ? (choix multiples),Quel est le cycle de vie moyen d’un vêtement dans votre garde-robe avant que vous ne vous en sépariez ?,Que faites-vous le plus souvent des vêtements dont vous souhaitez vous séparer ? (choix multiples),"Après avoir acheté des vêtements, à quelle fréquence finissent-ils par ne jamais être portés ?",Jusqu’à quel point les tendances actuelles influencent-elles vos décisions d’achat ?,A quelle fréquence achetez-vous un vêtement uniquement parce qu'il est tendance ?,Avez-vous déjà ressenti une pression sociale liée à la mode ?,Avez-vous déjà évité de porter un vêtement parce qu’il n’était “plus à la mode” ?,Dans quelle mesure vos vêtements contribuent-ils à votre confiance en vous ?,Pensez-vous que bien s’habiller aide dans la vie sociale ?,"Jusqu’à quel point les réseaux sociaux (influenceurs, célébrités) dictent-ils vos choix vestimentaires ?",Je publie parfois des photos de mes achats “tendance” pour les partager avec mes amis et ma famille.,Avez-vous déjà ressenti un sentiment de culpabilité après avoir acheté un article tendance vu sur les réseaux sociaux ?,Avez-vous déjà remarqué une différence dans la manière dont vous êtes perçu(e) lorsque vous ne suivez pas une tendance ?,Avez-vous déjà acheté certains de ces articles ? (choix multiples),Connaissez-vous le concept de “fast fashion” ?,"“La fast fashion, ou « mode rapide », est une façon de produire et vendre des vêtements très vite, en suivant les dernières tendances, à des prix très bas.” __Avez-vous déjà consommé sur des plateformes de fast fashion (Shein, Temu, etc.) ?","Dans quelle mesure les considérations éthiques (conditions de travail)/environnementales (pollution, matériaux)  affectent-elles vos achats ?","Si un vêtement éthique (bio, local, éco-responsable) coûtait 20 % plus cher, dans quelle mesure seriez-vous prêt(e) à l’acheter ?",Pour quelles raisons achetez-vous des vêtements de marques considérées comme fast fashion ? (Choix multiples),Quel est votre âge ?,Êtes-vous :,"Selon vous, la mode est-elle davantage un outil d'expression personnelle ou un moyen de se conformer aux attentes sociales?",Quelle est votre situation professionnelle ?,(Quelle est votre situation professionnelle ?) Précisez :,"(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ?) Prix","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Qualité","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Marque","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Mode / tendances","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Confort","Bonjour,_Ce questionnaire porte sur la mode et son influence dans la vie _quotidienne._Il est anonyme et confidentiel, il ne vous _prendra que quelques minutes._Merci d'avance pour votre participation  !",Clé,Date de saisie,Date de dernier enregistrement,Date de dernière modification,Temps de saisie,Origine,Langue,Appareil utilisé pour la saisie,Progression,Dernière question saisie,
376,Tous les 2 à 3 mois,Magasin physique;Internet,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,6,Jamais,Souvent,Rarement,7,Beaucoup,1,1,1,6,Pantalon cargo,J’en ai entendu parler sans bien savoir,Oui,8,7,Beaucoup d’options;Abordables,41,Une femme,C'est un moyen de se conformer aux attentes sociales,Chef d'entreprise / PDG,,7,8,1,5,10,,2VAZ-B6MK,03/11/2025 08:44:45,03/11/2025 08:55:45,,"660,376535",direct,FR,Smartphone,Terminé,,
377,Tous les 4 à 6 mois,Magasin physique;Internet,Plus de 5 ans,Je les donne;Je les vends,Je porte presque toujours mes achats,5,Rarement,Rarement,Rarement,7,Beaucoup,7,8,5,8,Pantalon cargo,Oui,Oui,5,4,Beaucoup d’options;Abordables,21,Une femme,Je ne sais pas,Fonctionnaire,,10,8,2,5,10,,R3A3-ADXX,03/11/2025 08:54:32,03/11/2025 09:01:32,,"420,100243",direct,FR,Smartphone,Terminé,,
378,Tous les 2 à 3 mois,Magasin physique;Internet;Friperie / Seconde main;Marché local,1 à 5 ans,Je les donne;Je les recycle,Je porte presque toujours mes achats,8,Parfois,Jamais,Parfois,6,Peu,2,1,,1,Campus;Samba,Non,Oui,5,8,Facilité d’achat,48,Une femme,C'est un outil d'expression personnelle,Ouvrier / Ouvrière,,5,8,6,10,10,,8LP7-9WG7,03/11/2025 09:20:38,03/11/2025 09:28:20,,"462,468208",direct,FR,Smartphone,Terminé,,
379,Tous les 4 à 6 mois,Magasin physique;Internet,Plus de 5 ans,Je les donne;Je les vends;Je les recycle,Je porte presque toujours mes achats,10,Rarement,Rarement,Parfois,10,Assez,6,1,1,10,Pantalon cargo,Non,"Non, mais je connais ces plateformes",10,7,Abordables;Mode actuelle;Renouvellement des collections;Par conseil d’amis/famille,37,Une femme,C'est un outil d'expression personnelle,Autre,Employé bureautique,8,10,6,10,9,,ZFRJ-YSH3,03/11/2025 09:37:33,03/11/2025 09:44:46,,"432,754051",direct,FR,Smartphone,Terminé,,
380,Tous les 4 à 6 mois,Magasin physique;Internet,1 à 5 ans,Je les jette;Je les recycle,Je porte presque toujours mes achats,4,Rarement,Rarement,Jamais,7,Assez,1,1,1,1,Aucun,Oui,"Non, mais je connais ces plateformes",3,6,Abordables,41,Un homme,Je ne sais pas,Cadre,,9,9,7,5,8,,C8N8-2ZRQ,03/11/2025 09:42:20,03/11/2025 09:46:46,,"266,295862",direct,FR,PC,Terminé,,
381,Au moins une fois par semaine,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,7,Rarement,Parfois,Rarement,1,Beaucoup,3,8,3,9,Labubu,J’en ai entendu parler sans bien savoir,"Non, mais je connais ces plateformes",1,7,Renouvellement des collections,19,Un homme,C'est un outil d'expression personnelle,Étudiant(e),,5,10,8,8,8,,3F3T-QMAW,03/11/2025 09:43:19,03/11/2025 09:49:32,,"372,58787",direct,FR,PC,Terminé,,
382,Tous les 2 à 3 mois,Magasin physique,Plus de 5 ans,Je les recycle,Je porte presque toujours mes achats,5,Rarement,Parfois,Jamais,7,Assez,2,1,2,1,Tote bag;Samba,J’en ai entendu parler sans bien savoir,Oui,4,3,Abordables;Par conseil d’amis/famille,45,Une femme,C'est un outil d'expression personnelle,Cadre,,8,6,3,6,6,,VLWK-Z72P,03/11/2025 09:47:28,03/11/2025 09:51:52,,"264,077834",direct,FR,Smartphone,Terminé,,
383,Au moins une fois par mois,Internet,1 à 5 ans,Je les donne,Certains vêtements restent parfois inutilisés,8,Jamais,Rarement,Souvent,8,Beaucoup,5,1,1,5,Pantalon cargo;Campus,Non,Oui,5,1,Beaucoup d’options;Abordables;Facilité d’achat,50,Une femme,C'est un moyen de se conformer aux attentes sociales,Cadre,,10,10,3,8,10,,CGUA-92SS,03/11/2025 09:49:00,03/11/2025 09:52:23,,"202,873098",direct,FR,Smartphone,Terminé,,
384,Moins d'une fois par an,Magasin physique,Plus de 5 ans,Je les jette,Certains vêtements restent parfois inutilisés,2,Jamais,Jamais,Jamais,5,Beaucoup,1,1,,1,Aucun,Non,"Non, je ne connais pas ces plateformes",1,1,Abordables,77,Un homme,C'est un moyen de se conformer aux attentes sociales,Autre,Retraite,5,5,1,2,4,,FCSU-PMUX,03/11/2025 09:47:44,03/11/2025 09:57:40,,"595,928802",direct,FR,Smartphone,Terminé,,
385,Moins d'une fois par an,Magasin physique,Plus de 5 ans,Je les jette,Certains vêtements restent parfois inutilisés,1,Jamais,Jamais,Jamais,4,Beaucoup,1,1,,1,Aucun,Non,"Non, je ne connais pas ces plateformes",1,1,Abordables,84,Une femme,C'est un outil d'expression personnelle,Sans emploi actuellement,,10,3,1,1,4,,HPVH-DBES,03/11/2025 10:00:08,03/11/2025 10:03:02,,"174,016433",direct,FR,Smartphone,Terminé,,
386,Tous les 2 à 3 mois,Internet,Plus de 5 ans,Je les donne,Certains vêtements restent parfois inutilisés,6,Rarement,Rarement,Rarement,7,Assez,4,1,1,7,Aucun,Oui,Oui,6,9,Mode actuelle;Par conseil d’amis/famille;Par réseaux sociaux/Publicité,37,Une femme,C'est un outil d'expression personnelle,Sans emploi actuellement,,8,9,3,5,9,,4X6A-KYEA,03/11/2025 10:06:46,03/11/2025 10:11:57,,"311,168984",direct,FR,Smartphone,Terminé,,
387,Tous les 2 à 3 mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,5,Rarement,Parfois,Parfois,7,Peu,7,1,9,3,Pantalon cargo,J’en ai entendu parler sans bien savoir,Oui,7,7,Beaucoup d’options;Facilité d’achat;Mode actuelle;Par conseil d’amis/famille,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,9,6,6,4,,99ZM-2KWW,03/11/2025 10:17:48,03/11/2025 10:22:54,,"306,497487",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
388,Au moins une fois par semaine,Magasin physique;Internet,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,9,Souvent,Parfois,Parfois,10,Beaucoup,7,1,6,2,Pantalon cargo;Campus;Labubu;Tote bag,J’en ai entendu parler sans bien savoir,Oui,5,3,Mode actuelle;Par réseaux sociaux/Publicité,14,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,5,10,8,10,10,,L4WU-9WSG,03/11/2025 10:20:20,03/11/2025 10:25:31,,"311,406966",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
389,Tous les 4 à 6 mois,Magasin physique;Internet,Plus de 5 ans,Je les donne;Je les vends;Je les jette;Je les garde sans les utiliser,Je porte presque toujours mes achats,6,Jamais,Rarement,Jamais,2,Assez,4,1,1,1,Campus,Non,Oui,1,1,Facilité d’achat,16,Un homme,Je ne sais pas,Étudiant(e),,10,10,6,1,10,,TZJS-66E5,03/11/2025 10:19:52,03/11/2025 10:27:51,,"479,04523",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
390,Tous les 2 à 3 mois,Magasin physique,1 à 5 ans,Je les donne;Je les vends;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,3,Jamais,Jamais,Jamais,5,Assez,1,1,,1,Pantalon cargo;Tote bag,Oui,Oui,6,3,Abordables;Facilité d’achat,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,9,8,2,3,9,,XDPV-AFCH,03/11/2025 10:25:50,03/11/2025 10:29:49,,"239,253893",Direct,FR,Tablette,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
391,Au moins une fois par an,Magasin physique,1 à 5 ans,Je les donne;Je les vends;Je les jette;Je les garde sans les utiliser,Je porte presque toujours mes achats,7,Jamais,Parfois,Jamais,7,Assez,1,2,1,1,Pantalon cargo;Campus,Non,Oui,1,1,Abordables;Facilité d’achat;Par conseil d’amis/famille,16,Une femme,C'est un outil d'expression personnelle,Autre,lycéen,10,7,7,2,10,,K7VK-E832,03/11/2025 10:25:30,03/11/2025 10:30:59,,"328,668739",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
392,Au moins une fois par an,Magasin physique,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,5,Jamais,Rarement,Rarement,9,Beaucoup,3,1,1,3,Aucun,J’en ai entendu parler sans bien savoir,Oui,8,7,Abordables;Facilité d’achat,34,Une femme,C'est un outil d'expression personnelle,Fonctionnaire,,7,9,5,4,8,,UJLR-BPSX,03/11/2025 10:21:54,03/11/2025 10:31:51,,"596,74399",direct,FR,Smartphone,Terminé,,
393,Tous les 4 à 6 mois,Friperie / Seconde main,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,3,Jamais,Rarement,Jamais,9,Beaucoup,1,2,3,8,Pantalon cargo;Tote bag,Oui,"Non, mais je connais ces plateformes",7,5,Facilité d’achat,17,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,5,8,1,1,8,,K6WT-88J4,03/11/2025 10:26:24,03/11/2025 10:33:30,,"426,121556",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
394,Tous les 4 à 6 mois,Magasin physique;Internet,Plus de 5 ans,Je les jette;Je les garde sans les utiliser,Je porte presque toujours mes achats,5,Parfois,Rarement,Parfois,6,Assez,1,1,1,1,Aucun,Oui,"Non, mais je connais ces plateformes",8,7,Abordables;Facilité d’achat,45,Un homme,C'est un moyen de se conformer aux attentes sociales,Cadre,,7,7,4,7,7,,DSNH-5L7W,03/11/2025 10:35:50,03/11/2025 10:41:45,,"355,40907",direct,FR,Smartphone,Terminé,,
395,Tous les 4 à 6 mois,Internet,Plus de 5 ans,Je les recycle,Je porte presque toujours mes achats,7,Parfois,Jamais,Jamais,8,Assez,7,1,,1,Aucun,Non,"Non, je ne connais pas ces plateformes",1,1,Beaucoup d’options;Facilité d’achat,49,Un homme,Je ne sais pas,Autre,Cheminot,10,10,6,8,10,,UDDT-MGB6,03/11/2025 10:41:20,03/11/2025 10:45:30,,"249,421387",direct,FR,Smartphone,Terminé,,
396,Moins d'une fois par an,Magasin physique,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,1,Jamais,Jamais,Jamais,10,Assez,2,2,,2,Aucun,Oui,"Non, mais je connais ces plateformes",10,9,Beaucoup d’options,60,Une femme,C'est un outil d'expression personnelle,Cadre,,8,10,10,1,10,,D9NP-QC2B,03/11/2025 11:06:21,03/11/2025 11:10:25,,"243,570445",direct,FR,Smartphone,Terminé,,
397,Au moins une fois par mois,Internet,1 à 5 ans,Je les vends,Certains vêtements restent parfois inutilisés,6,Rarement,Rarement,Parfois,5,Assez,3,1,1,1,Pantalon cargo;Campus;Samba,J’en ai entendu parler sans bien savoir,Oui,4,3,Facilité d’achat;Mode actuelle,16,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,10,8,7,7,6,,JVAF-N6LL,03/11/2025 11:38:07,03/11/2025 11:42:51,,"283,774595",direct,FR,Smartphone,Terminé,,
398,Tous les 4 à 6 mois,Magasin physique;Friperie / Seconde main,1 à 5 ans,Je les vends,Certains vêtements restent parfois inutilisés,6,Rarement,Rarement,Parfois,6,Assez,1,5,5,5,Pantalon cargo,Oui,Oui,6,5,Abordables,50,Une femme,Je ne sais pas,Ouvrier / Ouvrière,,9,7,5,7,6,,SUQ3-UV8Y,03/11/2025 12:27:08,03/11/2025 12:29:49,,"160,312789",direct,FR,Smartphone,Terminé,,
399,Tous les 4 à 6 mois,Internet;Marché local,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,3,Jamais,Jamais,Rarement,9,Peu,2,1,,1,Pantalon cargo,J’en ai entendu parler sans bien savoir,"Non, mais je connais ces plateformes",8,5,Facilité d’achat,73,Une femme,Je ne sais pas,Autre,Retraitée,10,10,2,2,10,,NTGT-SBM3,03/11/2025 12:41:05,03/11/2025 12:52:23,,"677,935471",direct,FR,Smartphone,Terminé,,
400,Au moins une fois par mois,Friperie / Seconde main,Plus de 5 ans,Je les vends,Certains vêtements restent parfois inutilisés,6,Rarement,Souvent,Parfois,8,Assez,4,1,1,1,Aucun,Non,"Non, mais je connais ces plateformes",8,6,Abordables;Facilité d’achat;Par conseil d’amis/famille,41,Une femme,C'est un moyen de se conformer aux attentes sociales,Fonctionnaire,,10,8,8,6,10,,43WJ-BEQK,03/11/2025 13:14:02,03/11/2025 13:19:35,,"332,997673",direct,FR,Smartphone,Terminé,,
401,Tous les 4 à 6 mois,Magasin physique,1 à 5 ans,Je les donne;Je les recycle,Je porte presque toujours mes achats,7,Parfois,Parfois,Jamais,8,Assez,2,1,1,1,Pantalon cargo;Tote bag,Oui,"Non, mais je connais ces plateformes",8,6,Beaucoup d’options,44,Une femme,C'est un outil d'expression personnelle,Autre,Salariée du privé,7,7,4,9,8,,K56R-ND6M,03/11/2025 13:32:49,03/11/2025 13:37:45,,"295,907269",direct,FR,Smartphone,Terminé,,
402,Tous les 4 à 6 mois,Magasin physique,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,2,Jamais,Jamais,Jamais,2,Peu,1,1,,2,Aucun,J’en ai entendu parler sans bien savoir,"Non, mais je connais ces plateformes",5,5,Facilité d’achat,73,Un homme,Je ne sais pas,Ouvrier / Ouvrière,,5,6,4,2,8,,NFH6-GGP4,03/11/2025 13:38:51,03/11/2025 13:52:22,,"811,117464",direct,FR,Smartphone,Terminé,,
403,Au moins une fois par an,Magasin physique;Internet;Friperie / Seconde main,Plus de 5 ans,Je les donne;Je les vends;Je les garde sans les utiliser,Je porte presque toujours mes achats,3,Rarement,Rarement,Jamais,5,Assez,2,1,1,1,Aucun,Oui,Oui,7,3,Abordables;Facilité d’achat,36,Un homme,C'est un outil d'expression personnelle,Cadre,,8,9,3,3,10,,NFTX-KRUK,03/11/2025 14:18:05,03/11/2025 14:22:41,,"275,962437",direct,FR,Smartphone,Terminé,,
404,Au moins une fois par mois,Magasin physique;Internet,6 mois à 1 an,Je les donne;Je les vends,Certains vêtements restent parfois inutilisés,8,Parfois,Rarement,Parfois,8,Assez,5,1,7,5,Pantalon cargo;Campus;Sonny Angel;Stanley Cup,J’en ai entendu parler sans bien savoir,Oui,7,4,Beaucoup d’options;Abordables;Facilité d’achat;Renouvellement des collections;Par conseil d’amis/famille,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,10,5,7,10,,529X-VUTW,03/11/2025 14:35:33,03/11/2025 14:44:11,,"518,048815",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
405,Tous les 4 à 6 mois,Magasin physique;Internet,Plus de 5 ans,Je les donne;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,6,Rarement,Rarement,Parfois,7,Beaucoup,4,1,5,4,Pantalon cargo;Campus,Oui,Oui,6,6,Facilité d’achat,54,Un homme,C'est un moyen de se conformer aux attentes sociales,Cadre,,8,6,7,5,9,,KGRS-D6EW,03/11/2025 14:44:36,03/11/2025 14:48:18,,"221,293698",direct,FR,Smartphone,Terminé,,
406,Tous les 2 à 3 mois,Magasin physique;Internet,Moins de 6 mois,Je les donne,Je porte presque toujours mes achats,5,Rarement,Jamais,Rarement,10,Beaucoup,1,1,,5,Pantalon cargo;Campus;Labubu,Oui,Oui,6,6,Facilité d’achat;Mode actuelle;Renouvellement des collections,38,Une femme,C'est un outil d'expression personnelle,Autre,En formation,10,10,5,5,10,,QC94-9YSB,03/11/2025 14:45:50,03/11/2025 14:49:48,,"238,225921",direct,FR,Smartphone,Terminé,,
407,Tous les 2 à 3 mois,Friperie / Seconde main,6 mois à 1 an,Je les vends;Je les recycle;Je les garde sans les utiliser,Je porte presque toujours mes achats,4,Jamais,Souvent,Jamais,5,Beaucoup,4,1,2,8,Samba,Oui,Oui,10,9,Abordables;Facilité d’achat,17,Un homme,Je ne sais pas,Étudiant(e),,9,9,1,3,7,,358Y-Z4SH,03/11/2025 17:08:51,03/11/2025 17:17:23,,"511,566126",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
408,Au moins une fois par mois,Magasin physique;Internet,1 à 5 ans,Je les vends;Je les garde sans les utiliser,Je porte presque toujours mes achats,7,Parfois,Rarement,Rarement,5,Assez,7,1,1,1,Campus;Samba,J’en ai entendu parler sans bien savoir,Oui,2,1,Abordables;Facilité d’achat,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,7,7,3,7,9,,NAL5-TDAY,03/11/2025 17:31:31,03/11/2025 17:36:39,,"307,65982",direct,FR,Smartphone,Terminé,,
409,Tous les 4 à 6 mois,Internet,1 à 5 ans,Je les donne;Je les vends;Je les jette,Certains vêtements restent parfois inutilisés,7,Rarement,Rarement,Parfois,8,Beaucoup,5,1,3,5,Pantalon cargo;Campus,Oui,Oui,5,5,Abordables;Mode actuelle,17,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,9,9,3,7,7,,C7ZY-5Q4E,03/11/2025 17:37:19,03/11/2025 17:42:20,,"301,099815",direct,FR,Smartphone,Terminé,,
410,Au moins une fois par an,Magasin physique,Plus de 5 ans,Je les donne;Je les jette;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,3,Rarement,Rarement,Jamais,2,Assez,1,1,1,1,Aucun,Oui,"Non, mais je connais ces plateformes",6,10,Abordables,30,Une femme,C'est un moyen de se conformer aux attentes sociales,Sans emploi actuellement,,8,8,3,1,8,,JCW7-RXS8,03/11/2025 17:41:04,03/11/2025 17:45:55,,"291,792089",direct,FR,Smartphone,Terminé,,
411,Au moins une fois par an,Internet,1 à 5 ans,Je les donne;Je les vends,Je porte presque toujours mes achats,6,Rarement,Rarement,Jamais,8,Assez,6,1,1,6,Aucun,Non,Oui,2,4,Abordables,17,Un homme,C'est un outil d'expression personnelle,Étudiant(e),,8,8,4,8,6,,SWLG-NBDJ,03/11/2025 18:14:55,03/11/2025 18:20:15,,"320,23448",direct,FR,Smartphone,Terminé,,
412,Au moins une fois par an,Magasin physique,Plus de 5 ans,Je les donne;Je les recycle,Je porte presque toujours mes achats,2,Jamais,Parfois,Rarement,5,Assez,2,1,8,9,Pantalon cargo;Campus,Oui,"Non, mais je connais ces plateformes",8,7,Beaucoup d’options;Facilité d’achat,15,Une femme,Je ne sais pas,Étudiant(e),,2,7,2,2,9,,RSZW-4GTR,03/11/2025 18:25:21,03/11/2025 18:28:46,,"205,044991",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
413,Tous les 2 à 3 mois,Magasin physique;Friperie / Seconde main,1 à 5 ans,Je les donne;Je les recycle,Je porte presque toujours mes achats,7,Parfois,Parfois,Rarement,10,Assez,5,1,3,10,Pantalon cargo;Sonny Angel;Labubu;Stanley Cup;Samba,Oui,Oui,6,10,Abordables;Facilité d’achat;Mode actuelle;Renouvellement des collections,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,8,8,5,6,8,,8AVR-LU5M,03/11/2025 19:02:32,03/11/2025 19:05:24,,"171,872028",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
414,Au moins une fois par mois,Magasin physique;Internet;Friperie / Seconde main;Marché local,1 à 5 ans,Je les donne;Je les vends,Je porte presque toujours mes achats,4,Rarement,Parfois,Rarement,10,Beaucoup,3,10,1,2,Aucun,Oui,Oui,10,10,Beaucoup d’options,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,8,10,3,3,9,,KHA3-8839,03/11/2025 20:13:12,03/11/2025 20:20:12,,"419,702491",direct,FR,Smartphone,Terminé,,
415,Au moins une fois par mois,Magasin physique,Plus de 5 ans,Je les donne;Je les vends;Je les jette,Je porte presque toujours mes achats,6,Rarement,Jamais,Parfois,9,Beaucoup,3,3,,5,Tote bag,Non,"Non, mais je connais ces plateformes",7,7,Mode actuelle,53,Une femme,C'est un outil d'expression personnelle,Autre,Assistante,8,9,5,8,9,,L6EJ-L7QF,03/11/2025 20:28:34,03/11/2025 20:34:02,,"328,783749",direct,FR,Smartphone,Terminé,,
416,Au moins une fois par an,Magasin physique,1 à 5 ans,Je les jette,Je porte presque toujours mes achats,7,Parfois,Parfois,Rarement,8,Assez,7,6,8,8,Pantalon cargo;Tote bag,Non,"Non, mais je connais ces plateformes",6,6,Beaucoup d’options;Abordables;Facilité d’achat;Mode actuelle;Par conseil d’amis/famille;Par réseaux sociaux/Publicité,32,Un homme,C'est un outil d'expression personnelle,Fonctionnaire,,5,7,7,7,8,,AHNT-ZBMB,03/11/2025 20:48:55,03/11/2025 20:54:12,,"317,004675",direct,FR,Smartphone,Terminé,,
417,Tous les 2 à 3 mois,Magasin physique,6 mois à 1 an,Je les donne;Je les garde sans les utiliser,Je porte presque toujours mes achats,8,Rarement,Rarement,Rarement,9,Beaucoup,8,3,2,10,Pantalon cargo,Oui,"Non, mais je connais ces plateformes",6,8,Abordables;Facilité d’achat;Mode actuelle;Par conseil d’amis/famille,15,Un homme,C'est un outil d'expression personnelle,Sans emploi actuellement,,6,9,7,6,10,,PBHK-7SGF,03/11/2025 21:23:10,03/11/2025 21:28:31,,"321,390105",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
418,Tous les 2 à 3 mois,Magasin physique,1 à 5 ans,Je les donne;Je les garde sans les utiliser,Je porte presque toujours mes achats,5,Rarement,Parfois,Souvent,8,Assez,4,1,4,6,Pantalon cargo;Balletcore flats,Oui,Oui,7,2,Abordables;Par réseaux sociaux/Publicité,16,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,9,9,5,7,8,,BDQF-QFE4,03/11/2025 22:12:36,03/11/2025 22:17:56,,"319,470255",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
419,Tous les 2 à 3 mois,Magasin physique,1 à 5 ans,Je les donne,Certains vêtements restent parfois inutilisés,8,Parfois,Rarement,Souvent,8,Beaucoup,1,1,1,1,Aucun,Non,"Non, mais je connais ces plateformes",5,1,Mode actuelle,40,Une femme,C'est un outil d'expression personnelle,Chef d'entreprise / PDG,,5,10,5,8,10,,NF2B-QLZ7,03/11/2025 22:36:06,03/11/2025 22:40:39,,"273,078389",direct,FR,Smartphone,Terminé,,
420,Tous les 2 à 3 mois,Magasin physique,1 à 5 ans,Je les garde sans les utiliser,Je porte presque toujours mes achats,6,Rarement,Parfois,Rarement,7,Assez,5,2,1,1,Aucun,Non,Oui,5,5,Beaucoup d’options;Abordables;Facilité d’achat;Mode actuelle,53,Une femme,C'est un outil d'expression personnelle,Ouvrier / Ouvrière,,7,8,6,5,9,,5EYE-XKFF,03/11/2025 23:29:04,03/11/2025 23:36:35,,"450,216865",direct,FR,Smartphone,Terminé,,
421,Au moins une fois par an,Magasin physique;Friperie / Seconde main,1 à 5 ans,Je les donne;Je les vends;Je les garde sans les utiliser,Je porte presque toujours mes achats,1,Jamais,Jamais,Jamais,1,Beaucoup,5,1,,1,Aucun,Oui,"Non, mais je connais ces plateformes",1,1,Abordables,16,Un homme,Je ne sais pas,Étudiant(e),,5,7,4,1,4,,NDRX-3GZK,04/11/2025 03:34:44,04/11/2025 03:39:41,,"296,956815",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
422,Au moins une fois par mois,Internet,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,3,Rarement,Rarement,Rarement,7,Assez,3,2,3,2,Pantalon cargo,Oui,"Non, mais je connais ces plateformes",5,5,Abordables;Facilité d’achat;Par conseil d’amis/famille,17,Un homme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,9,8,6,4,8,,6BQC-PGGC,04/11/2025 07:37:57,04/11/2025 07:44:40,,"403,74767",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
423,Tous les 2 à 3 mois,Friperie / Seconde main,1 à 5 ans,Je les donne;Je les garde sans les utiliser,Je porte presque toujours mes achats,4,Jamais,Parfois,Parfois,10,Beaucoup,6,1,1,9,Sonny Angel,Oui,"Non, mais je connais ces plateformes",8,6,Par réseaux sociaux/Publicité,36,Une femme,C'est un moyen de se conformer aux attentes sociales,Cadre,,9,10,4,3,8,,TKAQ-FVD4,04/11/2025 16:23:22,04/11/2025 16:27:25,,"242,869731",direct,FR,Smartphone,Terminé,,
424,Au moins une fois par mois,Magasin physique;Internet,6 mois à 1 an,Je les donne;Je les vends,Je porte presque toujours mes achats,8,Rarement,Jamais,Rarement,7,Beaucoup,7,7,,3,Pantalon cargo;Stanley Cup;Samba,Oui,Oui,4,7,Beaucoup d’options;Facilité d’achat;Mode actuelle;Renouvellement des collections;Par réseaux sociaux/Publicité,15,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,5,8,7,8,10,,GU8L-QVFD,04/11/2025 19:25:21,04/11/2025 19:30:23,,"302,353556",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
